job_role,course_name,course_link,difficulty_level,category,job_role_encoded,course_name_encoded,category_encoded
Software Developer,CS50's Introduction to Computer Science,https://www.edx.org/course/introduction-computer-science-harvardx-cs50x,Beginner,Computer Science Fundamentals,527,252,119
Software Developer,The Web Developer Bootcamp 2025,https://www.udemy.com/course/the-web-developer-bootcamp/,Beginner,Web Development,527,1114,578
Software Developer,Software Design and Architecture Specialization,https://www.coursera.org/specializations/software-design-architecture,Intermediate,Software Engineering,527,1044,519
Software Developer,Microservices with Spring Boot and Spring Cloud,https://www.udemy.com/course/microservices-with-spring-boot-and-spring-cloud/,Advanced,Backend Development,527,787,38
Software Developer,"React - The Complete Guide (incl Hooks, React Router, Redux)",https://www.udemy.com/course/react-the-complete-guide-incl-redux/,Intermediate,Frontend Development,527,961,313
Software Development Manager,Software Architecture & Design of Modern Large Scale Systems,https://www.udemy.com/course/software-architecture-design-of-modern-large-scale-systems/,Intermediate,Software Architecture,528,1041,505
Software Development Manager,Agile Software Development,https://www.coursera.org/specializations/agile-development,Intermediate,Agile Development,528,99,25
Software Development Manager,Technical Program Management,https://www.udacity.com/course/technical-program-manager-nanodegree--nd088,Intermediate,Program Management,528,1076,452
Software Fault Injection Engineer,Introduction to Software Testing,https://www.udacity.com/course/software-testing--cs258,Beginner,Software Testing,529,674,522
Software Fault Injection Engineer,C Programming for Embedded Systems,https://www.coursera.org/learn/c-for-everyone,Intermediate,Embedded Systems,529,238,291
Software Fault Injection Engineer,Learning Linux Command Line,https://www.edx.org/course/introduction-to-linux,Beginner,Operating Systems,529,725,429
Software Feature Flag Engineer ,Microservices Architecture,https://www.udemy.com/topic/microservices/,Intermediate,Software Engineering/Microservices,530,784,521
Software Feature Flag Engineer ,A/B Testing and Experimentation for Product Managers,https://www.udacity.com/course/ab-testing--ud257,Intermediate,Product Management/A/B Testing,530,6,450
Software Feature Flag Engineer ,Building and Deploying Microservices with Kubernetes,https://kubernetes.io/training/,Advanced,DevOps/Microservices,530,235,262
Software Localization Engineer,Regular Expressions for Localization,https://www.regexone.com/,Intermediate,Software Development,531,974,508
Software Portability Engineer,C++ Programming,https://www.coursera.org/specializations/coding-for-everyone,Intermediate,Software Development,532,239,508
Software Portability Engineer,Linux System Administration,https://www.udemy.com/course/linux-administration-bootcamp,Intermediate,System Administration,532,737,535
Software Tester,Mastering Software Testing with Katalon Studio,https://www.udemy.com/course/katalon-studio-step-by-step-for-beginners/,Intermediate,Test Automation,533,769,547
Software-Defined Storage Engineer,Introduction to OpenStack,https://www.edx.org/course/introduction-to-openstack,Intermediate,Cloud Computing,534,660,66
Space Communications Engineer,Digital Communications,https://ocw.mit.edu/courses/6-450-principles-of-digital-communications-i-fall-2006/,Advanced,Electrical Engineering,535,417,279
Space Rover Systems Engineer,"NOC:Remote Sensing: Principles and Applications, IIT Bombay",https://nptel.ac.in/courses/105101206,Intermediate,Remote Sensing,536,855,478
Space Technology Engineer,"Aerospace Propulsion, IIT Madras",https://nptel.ac.in/courses/101/106/101106033/,Intermediate,Propulsion Engineering,537,98,464
Space-Based Network Engineer,Spacecraft Dynamics and Control,https://ocw.mit.edu/courses/16-346-astrodynamics-fall-2008/,Advanced,Aerospace Engineering,538,1053,24
Spatial Web Engineer,Building Web Apps with ArcGIS Platform,https://www.esri.com/training/catalog/5bccd526c24e9a0948f474f1/building-web-apps-with-arcgis-platform/,Intermediate,GIS and Web Development,539,222,316
Spatial Web Engineer,Web Mapping with QGIS,https://www.qgis.org/en/site/forusers/trainingmaterial/index.html,Intermediate,GIS and Web Development,539,1166,316
Spatial Web Engineer,Developing Web Apps with Leaflet,https://leafletjs.com/examples.html,Intermediate,Web Development and Geospatial Visualization,539,411,588
Spatial Web Engineer,OpenLayers 3 Examples,https://openlayers.org/en/latest/examples/,Intermediate,Web Development and Geospatial Visualization,539,892,588
Spatial Web Engineer,GeoServer Beginner's Guide,https://docs.geoserver.org/latest/en/user/gettingstarted/index.html,Intermediate,Geospatial Server Administration,539,502,330
Storage Engineer,CompTIA Storage+ (SG0-001),https://www.comptia.org/certifications/storage+,Beginner,Data Storage Technologies,540,309,217
Storage Engineer,Introduction to Storage Area Networks (SANs),https://www.udemy.com/topic/storage-area-network/,Beginner,Networking,540,675,421
Streaming API Developer,Apache Kafka for Developers using Spring Boot,https://www.udemy.com/course/apache-kafka-for-developers-using-springboot/,Intermediate,Streaming API Development,541,123,531
Streaming Data Aggregation Engineer,Apache Kafka for Beginners,https://www.cloudacademy.com/course/apache-kafka-for-beginners-239/,Beginner,Data Engineering,542,122,186
Supply Chain Security Engineer,"Certified in Logistics, Transportation and Distribution (CLTD)",https://www.apics.org/apics-for-individuals/certification/cltd,Intermediate,Supply Chain Management,543,277,532
Supply Chain Security Engineer,Certified Supply Chain Professional (CSCP),https://www.apics.org/apics-for-individuals/certification/cscp,Intermediate,Supply Chain Management,543,273,532
Supply Chain Security Engineer,Introduction to Supply Chain Security,https://www.coursera.org/specializations/supply-chain-management,Beginner,Supply Chain Security,543,676,533
Supply Chain Security Engineer,"Certified in Logistics, Transportation and Distribution (CLTD)",https://www.ascm.org/learning-development/certifications/cltd-certification/,Intermediate,Supply Chain Management,543,277,532
Supply Chain Security Engineer,Certified Supply Chain Professional (CSCP),https://www.ascm.org/learning-development/certifications/cscp-certification/,Advanced,Supply Chain Management,543,273,532
Synthetic Data Engineer,Data Augmentation using Synthetic Data,https://www.appliedaicourse.com/,Intermediate,Data Augmentation,544,357,184
Synthetic Data Engineer,Statistics with Python Specialization,https://www.coursera.org/specializations/statistics-with-python,Intermediate,Data Analysis,544,1064,180
Synthetic Voice Forensics Analyst,Introduction to Audio Analysis,https://www.coursera.org/learn/audio-signal-processing,Intermediate,Audio Engineering,545,616,31
System Administrator,Scripting for System Administrators,https://www.coursera.org/specializations/google-it-automation,Intermediate,System Administration/Automation,546,1003,536
System Administrator,AWS Certified SysOps Administrator - Associate,https://aws.amazon.com/certification/certified-sysops-admin-associate/,Intermediate,Cloud Computing/System Administration,546,35,95
System Administrator,Network Security Fundamentals,https://www.comptia.org/certifications/network,Intermediate,Network Security/System Administration,546,873,420
System-on-Chip (SoC) Architect,"Microprocessors and Microcontrollers, IISc Bangalore",https://nptel.ac.in/courses/106108100,Advanced,Computer Architecture,547,783,116
System-on-Chip (SoC) Architect,"NOC:Optimization Techniques for Digital VLSI Design, IIT Guwahati",https://nptel.ac.in/courses/108103108,Advanced,VLSI Design,547,854,565
Technical Support Engineer,Technical Support Fundamentals,https://www.coursera.org/learn/technical-support-fundamentals,Beginner,IT Support,548,1077,349
Technical Writer,Technical Writing: Masterclass,https://www.udemy.com/course/technical-writing-course/,Beginner to Intermediate,Technical Writing,549,1078,540
Technical Writer,Google Technical Writing Courses,https://developers.google.com/tech-writing,Beginner to Intermediate,Technical Writing,549,524,540
Technical Writer,Documenting REST APIs,https://idratherbewriting.com/learnapidoc/,Advanced,Technical Writing/API Documentation,549,428,541
Technical Writer,Writing in the Sciences,https://www.coursera.org/learn/sciwrite,Intermediate,Technical Writing/Scientific Writing,549,1186,543
Telecom Engineer,Telecom Network Management and Optimization,https://www.itu.int/en/ITU-T/academia/Pages/default.aspx,Advanced,Telecommunications,550,1079,544
Telecom Engineer,IP Networks and TCP/IP Communications,https://www.netacad.com/courses/networking/introduction-packet-tracer,Intermediate,Networking,550,572,421
Temporal Database Developer,Building Temporal Data Applications with Java,https://www.udemy.com/course/java-the-complete-java-developer-course/,Intermediate,Software Development,551,220,508
Temporal Database Developer,Building Scalable Temporal Data Pipelines,https://www.cloudacademy.com/course/building-data-pipelines-on-aws/,Intermediate,Data Engineering,551,214,186
Temporal Database Engineer,Advanced SQL for Data Scientists,https://mode.com/sql-tutorial/,Advanced,Data Analysis,552,89,180
Test Automation Engineer,Rest API Testing (Automation) from Scratch-Rest Assured Java,https://www.udemy.com/course/rest-api-automation-testing-rest-assured/,Intermediate,API Testing,553,980,20
Test Automation Engineer,Cypress -Modern Automation Testing from Beginners to Advanced,https://www.udemy.com/course/cypress-tutorial/,Intermediate,Test Automation,553,351,547
Test Automation Engineer,Performance Testing with JMeter -Beginner to Expert Level,https://www.udemy.com/course/jmeter-performance-testing/,Intermediate,Performance Testing,553,913,442
Test Data Analyst,Data Analysis with Python,https://www.coursera.org/learn/data-analysis-with-python,Beginner,Data Analysis,554,355,180
Test Data Analyst,Database Management Essentials,https://www.coursera.org/learn/database-management,Beginner,Database Management,554,377,231
Test Data Analyst,Learning SQL Programming,https://www.linkedin.com/learning/learning-sql-programming,Intermediate,SQL,554,727,490
Test Data Management Specialist,Learning SQL Programming,https://www.udacity.com/course/learn-sql--ud198,Beginner,Database Management,555,727,231
Test Data Management Specialist,"Data Wrangling, Analysis and AB Testing with SQL",https://www.udacity.com/course/data-wrangling-analysis-and-ab-testing-with-sql--ud199,Intermediate,Data Analysis,555,375,180
Test Data Management Specialist,Learn Python 3,https://www.codecademy.com/learn/learn-python-3,Beginner,Programming,555,714,453
Threat Emulation Engineer,"ATT&CK Tactics, Techniques, and Procedures (TTPs)",https://attack.mitre.org/,Intermediate,Cyber Threat Intelligence,556,22,141
Threat Emulation Engineer,Automating Information Security with Python,https://www.cybrary.it/course/python/,Intermediate,Security Automation,556,153,495
Threat Emulation Engineer,SEC560: Network Penetration Testing and Ethical Hacking,https://www.sans.org/course/network-penetration-testing-ethical-hacking,Intermediate,Penetration Testing,556,996,438
Threat Emulation Engineer,Network Forensics and Incident Response,https://www.sans.org/courses/network-forensics-incident-response,Intermediate,Forensics,556,869,309
Threat Intelligence Bot Developer,Natural Language Processing with Deep Learning in Python,https://www.udemy.com/course/natural-language-processing-with-deep-learning-in-python/,Intermediate,Natural Language Processing/Deep Learning/Python,557,864,410
Threat Modeling Engineer,Building Secure Software: How to Avoid Security Bugs,https://www.udacity.com/course/building-secure-software--ud269,Intermediate,Cybersecurity,558,216,142
Time-Sensitive Networking (TSN) Engineer,TSN Systems and Applications,https://www.profibus.com/technology/profinet/system-description/tsn/,Intermediate,Network Engineering,559,1074,414
Time-Sensitive Networking (TSN) Engineer,Ethernet and IP Networking Fundamentals,https://www.netacad.com/courses/networking/introduction-networking,Beginner,Network Engineering,559,452,414
Time-Sensitive Networking (TSN) Engineer,"CCNA: Switching, Routing, and Wireless Essentials",https://www.netacad.com/courses/networking/ccna-switching-routing-wireless-essentials,Intermediate,Network Engineering,559,246,414
Time-Series Database Engineer,InfluxDB University: Getting Started with InfluxDB,https://university.influxdata.com/courses/getting-started-with-influxdb/,Beginner,Databases/Time Series Databases,560,595,240
Transfer Learning Engineer,Fine-tuning Pre-trained Models with PyTorch,https://pytorch.org/tutorials/beginner/finetuning_torchvision_models_tutorial.html,Intermediate,Deep Learning,561,468,243
UI/UX Developer,User Experience (UX) Design Fundamentals,https://www.coursera.org/specializations/ui-ux-design,Beginner,UX Design,562,1142,556
UI/UX Developer,Google UX Design Professional Certificate,https://www.coursera.org/professional-certificates/google-ux-design,Beginner,UX Design,562,525,556
